Congress,County,City,Proj_Type,Co_Sponsor,Men,Women,Total,Lat,Long,Dup_Code,Place,ID,Proj_Class
Fifth,Monroe,Albia,Nursery Assistance,County,1,11,12,41.0266746,-92.8057514,0,Albia,162,Education and Childcare
Fifth,Monroe,Albia,Sewing Room,Board of Supervisors,0,51,51,41.0266746,-92.8057514,0,Albia,163,Textiles
Fifth,Monroe,Albia,Park Improvement,City,46,0,46,41.0266746,-92.8057514,0,Albia,165,Construction and Infrastructure
Fifth,Monroe,Avery,Library Service,Board of Education,0,2,2,41.0644435,-92.7149531,0,Avery,166,Education and Childcare
Fifth,Monroe,Hocking,Hot School Lunches,School Board,1,1,2,40.9908417,-92.8204738,0,Hocking,167,Health and Nutrition
Fifth,Monroe,Lovilia,Workshop,City,41,0,41,41.1358371,-92.9040881,0,Lovilia,168,Workshop
Fifth,Monroe,Lovilia,Reparing Drainage Ditch,City,3,0,3,41.1358371,-92.9040881,0,Lovilia,169,Construction and Infrastructure
Fifth,Poweshiek,Grinnell,Sewing Room,Board of Supervisors,0,27,27,41.7430554,-92.7224206,0,Grinnell,170,Textiles
Fifth,Poweshiek,Grinnell,Workshop,Board of Supervisors,73,0,73,41.7430554,-92.7224206,0,Grinnell,171,Workshop
Fifth,Ringgold,Mount Ayr,Developing Recreational Facilities,Park Board,9,0,9,40.7147147,-94.235232,0,Mount Ayr,172,Construction and Infrastructure
Fifth,Ringgold,Mount Ayr,Workshop,County Board Supervisors,62,17,79,40.7147147,-94.235232,0,Mount Ayr,173,Workshop
Fifth,Ringgold,Mount Ayr,Clerical Assistance,"Farm Bureau, Farm Security Administration, Social Welfare Board, City",0,8,8,40.7147147,-94.235232,0,Mount Ayr,174,Clerical
Fifth,Union,Creston,Sanitation (Constructing Latrine,Farm Security Administration,14,1,15,41.0586002,-94.3613475,0,Creston,175,Construction and Infrastructure
Fifth,Union,Creston,Clerical Assistance,"State Employment Service, Farm Security Administration, Farm Bureau, Child Welfare Board, County Superintendent of Schools",1,7,8,41.0586002,-94.3613475,0,Creston,176,Clerical
Fifth,Union,Creston,Workshop,County Board of Supervisors,34,1,35,41.0586002,-94.3613475,0,Creston,177,Workshop
Fifth,Wapello,Eldon,Street Improvement,City,44,0,44,40.9186301,-92.2229585,0,Eldon,178,Construction and Infrastructure
Fifth,Wapello,Eldon,Sewing Room,City,0,35,35,40.9186301,-92.2229585,0,Eldon,179,Textiles
Fifth,Wapello,Ottumwa,Workshop,County,150,3,153,41.0200145,-92.4112963,0,Ottumwa,180,Workshop
Fifth,Wapello,Ottumwa,Clerical Assistance,"Agriculture Adjustment Administration, County Agent, Board of Supervisors, Farm Security Administration",5,24,29,41.0200145,-92.4112963,0,Ottumwa,181,Clerical
Fifth,Wapello,Ottumwa,Constructing Cabins,City,43,0,43,41.0200145,-92.4112963,0,Ottumwa,182,Construction and Infrastructure
Fifth,Wapello,Ottumwa,Sewing Room,Board of Supervisors,0,66,66,41.0200145,-92.4112963,0,Ottumwa,183,Textiles
Fifth,Wayne,Allerton,Library Service,Board of Education,0,3,3,40.7063954,-93.3652135,0,Allerton,184,Education and Childcare
Fifth,Wayne,Allerton,Sanitation (Constructing Latrine,Farm Security Administration,17,0,17,40.7063954,-93.3652135,0,Allerton,185,Construction and Infrastructure
Fifth,Wayne,Corydon,Clerical Assistance,"Farm Security Administration, County Agent, County Superintendent of Schools",1,10,11,40.7569499,-93.3188229,0,Corydon,186,Clerical
Fifth,Wayne,Humeston,Constructing Community Building,City,24,1,25,40.858892,-93.4974371,0,Humeston,187,Construction and Infrastructure
Fifth,Wayne,Seymour,Street Improvement,City,27,0,27,40.6825095,-93.1210405,0,Seymour,188,Construction and Infrastructure
Fifth,Wayne,Seymour,Sewing Room,City,0,40,40,40.6825095,-93.1210405,0,Seymour,189,Textiles
Sixth,Dallas,Adel,Nursery School Assistance,Public School,0,4,4,41.6175278,-94.0183875,0,Adel,191,Education and Childcare
Sixth,Dallas,Perry,Workshop,City,99,39,138,41.8386702,-94.1067623,0,Perry,194,Workshop
Sixth,Madison,Winterset,Street Improvement,City,57,1,58,41.3345799,-94.0143859,0,Winterset,195,Construction and Infrastructure
Sixth,Madison,Winterset,Clerical Assistance,"City, Farm Security Administration, County Farm Bureau, Board of Social Welfare",1,5,6,41.3345799,-94.0143859,0,Winterset,196,Clerical
Sixth,Madison,Winterset,Sewing Room,County Board of Supervisors,0,22,22,41.3345799,-94.0143859,0,Winterset,197,Textiles
Sixth,Marion,Bussey,Park Improvement,City,7,0,7,41.2044797,-92.8849307,0,Bussey,198,Construction and Infrastructure
Sixth,Marion,Knoxville,Improving Secondary Roads,County Board of Supervisors,61,1,62,41.3208297,-93.1093708,0,Knoxville,201,Construction and Infrastructure
Sixth,Marion,Melcher,Sewing Room,City,0,26,26,41.2249966,-93.2413191,0,Melcher,202,Textiles
Sixth,Marion,Melcher,Repairing Concrete Sidewalks,City,26,0,26,41.2249966,-93.2413191,0,Melcher,203,Construction and Infrastructure
Sixth,Marion,Melcher,Repairing High School,Board of Education,12,0,12,41.2249966,-93.2413191,0,Melcher,204,Construction and Infrastructure
Sixth,Marion,Pella,Repairing Fire Station,City,3,0,3,41.4080534,-92.9163091,0,Pella,205,Construction and Infrastructure
Sixth,Marion,Pella,Library Service,Board of Education,1,1,2,41.4080534,-92.9163091,0,Pella,206,Education and Childcare
Sixth,Polk,Des Moines,Hospital Assistance,County Hospital,0,4,4,41.5910323,-93.6046655,0,Des Moines,208,Health and Nutrition
Sixth,Polk,Des Moines,Park Improvement,City,96,0,96,41.5910323,-93.6046655,0,Des Moines,209,Construction and Infrastructure
Sixth,Polk,Des Moines,Library Assistance,City,2,21,23,41.5910323,-93.6046655,0,Des Moines,210,Education and Childcare
Sixth,Polk,Des Moines,Photography,City,14,0,14,41.5910323,-93.6046655,0,Des Moines,211,Workshop
Sixth,Polk,Des Moines,Clerical Assistance,City,21,163,184,41.5910323,-93.6046655,0,Des Moines,212,Clerical
Sixth,Polk,Des Moines,Concrete Products,City,96,0,96,41.5910323,-93.6046655,0,Des Moines,213,Construction and Infrastructure
Sixth,Polk,Des Moines,Sewing Room,City,0,294,294,41.5910323,-93.6046655,0,Des Moines,214,Textiles
Sixth,Polk,Des Moines,Nursery Assistance,Public Schools,0,11,11,41.5910323,-93.6046655,0,Des Moines,215,Education and Childcare
Sixth,Polk,Des Moines,Workshop,City,363,0,363,41.5910323,-93.6046655,0,Des Moines,216,Workshop
Sixth,Polk,Des Moines,Constructing Addition to Workshop,City,51,0,51,41.5910323,-93.6046655,0,Des Moines,217,Construction and Infrastructure
Sixth,Polk,Des Moines,Constructing Sectional Metal Working Shop,City,53,0,53,41.5910323,-93.6046655,0,Des Moines,218,Construction and Infrastructure
Sixth,Polk,Ft. Des Moines,NYA Unit at Ft. Des Moines,United States Army,92,0,92,41.5202677,-93.6157731,0,Ft. Des Moines,219,Other
Sixth,Polk,West Des Moines,Park Improvement,City,25,0,25,41.5645337,-93.7595281,0,West Des Moines,220,Construction and Infrastructure
Sixth,Story,Ames,Sewing Room,Iowa State College Hospital,0,2,2,42.0267703,-93.6170554,0,Ames,221,Textiles
Sixth,Story,Ames,Constructing Toboggan Slide,Iowa State College,38,0,38,42.0267703,-93.6170554,0,Ames,222,Construction and Infrastructure
Sixth,Story,Ames,Sewing Room,Iowa State College,0,11,11,42.0267703,-93.6170554,0,Ames,223,Textiles
Sixth,Story,Colo,Library Service,Library Board,0,1,1,42.0177653,-93.3152072,0,Colo,225,Education and Childcare
Sixth,Warren,Indianola,Clerical Assistance,Farm Security Administration,1,1,2,41.3605271,-93.5599632,0,Indianola,226,Clerical
Seventh,Adair,Greenfield,Clerical Assistance,"Farm Security Administration, County Superintendent of Schools, County Farm Bureau, Farm Credit Administration",4,5,9,41.3052657,-94.4613543,0,Greenfield,227,Clerical
Seventh,Adams,Corning,Clerical Assistance,"County Superintendent of Schools, County Farm Bureau",1,3,4,40.9899862,-94.7408068,0,Corning,228,Clerical
Seventh,Adams,Corning,Repairing Educational Buildings,Public Schools,2,0,2,40.9899862,-94.7408068,0,Corning,229,Construction and Infrastructure
Seventh,Adams,Corning,Rural Electrification Work,Adams County Cooperative,2,0,2,40.9899862,-94.7408068,0,Corning,231,Construction and Infrastructure
Seventh,Audubon,Audubon,Clerical Assistance,"County Farm Bureau, Farm Security Administration, Social Welfare Department",1,10,11,41.670205,-94.9106526,0,Audubon,232,Clerical
Seventh,Cass,Atlantic,Clerical Assistance,"State Employment Service, County Farm Bureau, Farm Security Administration",0,7,7,41.4036007,-95.0138776,0,Atlantic,234,Clerical
Seventh,Cass,Atlantic,Workshop,Board of Supervisors,65,48,113,41.4036007,-95.0138776,0,Atlantic,235,Workshop
Seventh,Cass,Atlantic,Repairing Administration,Board of Supervisors,3,0,3,41.4036007,-95.0138776,0,Atlantic,236,Construction and Infrastructure
Seventh,Cass,Atlantic,Hot School Lunches,High School,0,2,2,41.4036007,-95.0138776,0,Atlantic,237,Health and Nutrition
Seventh,Fremont,Sidney,Clerical Assistance,"State Employment Service, City",0,5,5,40.7473867,-95.6468803,0,Sidney,240,Clerical
Seventh,Fremont,Sidney,Repairing Administration Buildings,County Board of Supervisors,30,0,30,40.7473867,-95.6468803,0,Sidney,241,Construction and Infrastructure
Seventh,Fremont,Tabor,Water & Sanitation Improvement,City,31,0,31,40.8983329,-95.6713892,0,Tabor,242,Construction and Infrastructure
Seventh,Fremont,Tabor,Hot School Lunches,Consolidated School,0,7,7,40.8983329,-95.6713892,0,Tabor,243,Health and Nutrition
Seventh,Harrison,Missouri Valley,Nursery School,Independent School District,0,6,6,41.556381,-95.8877881,0,Missouri Valley,245,Education and Childcare
Seventh,Harrison,Missouri Valley,Constructing Bathhouse,City,28,0,28,41.556381,-95.8877881,0,Missouri Valley,246,Construction and Infrastructure
Seventh,Harrison,Woodbine,Rural Electrification Work,County Cooperative,16,1,17,41.7371999,-95.7012869,0,Woodbine,248,Construction and Infrastructure
Seventh,Harrison,Woodbine,Flood Control,Drainage District Headquarters,54,0,54,41.7371999,-95.7012869,0,Woodbine,249,Construction and Infrastructure
Seventh,Mills,Glenwood,Library Service,Public Library,0,2,2,41.0469437,-95.7425055,0,Glenwood,250,Education and Childcare
Seventh,Mills,Glenwood,Park Improvement,Park Board,48,0,48,41.0469437,-95.7425055,0,Glenwood,251,Construction and Infrastructure
Seventh,Montgomery,Red Oak,Developing Recreational Facilities,Park Board,50,0,50,41.0095189,-95.228247,0,Red Oak,253,Construction and Infrastructure
Seventh,Montgomery,Red Oak,Clerical Assistance,"City, Old Age Assistance Office, County Farm Bureau, State Employment Service",0,9,9,41.0095189,-95.228247,0,Red Oak,254,Clerical
Seventh,Page,Clarinda,Workshop,County Board of Supervisors,42,0,42,40.7390162,-95.036958,0,Clarinda,256,Workshop
Seventh,Page,Clarinda,Hospital Assistance,Municipal Hospital,0,4,4,40.7390162,-95.036958,0,Clarinda,258,Health and Nutrition
Seventh,Page,Shenandoah,Street Improvement,City,33,0,33,40.7655528,-95.3722103,0,Shenandoah,259,Construction and Infrastructure
Seventh,Pottawattamie,Council Bluffs,Sewing Room,County Board of Supervisors,0,82,82,41.2621283,-95.8613912,0,Council Bluffs,260,Textiles
Seventh,Pottawattamie,Council Bluffs,Workshop,County Board of Supervisors,98,29,127,41.2621283,-95.8613912,0,Council Bluffs,261,Workshop
Seventh,Pottawattamie,Council Bluffs,Park Improvement,Park Board,110,0,110,41.2621283,-95.8613912,0,Council Bluffs,262,Construction and Infrastructure
Seventh,Pottawattamie,Council Bluffs,Sewing Room,City,0,12,12,41.2621283,-95.8613912,0,Council Bluffs,263,Textiles
Seventh,Pottawattamie,Council Bluffs,Library Assistance,Public Library,0,2,2,41.2621283,-95.8613912,0,Council Bluffs,264,Education and Childcare
Seventh,Pottawattamie,Council Bluffs,Constructing Community Building,Park Board,23,0,23,41.2621283,-95.8613912,0,Council Bluffs,265,Construction and Infrastructure
Seventh,Shelby,Harlan,Clerical Assistance,"State Employment Service, County Farm Bureau, Farm Security Administration, County Relief Office",1,5,6,41.6532994,-95.3250603,0,Harlan,267,Clerical
Seventh,Shelby,Harlan,Library Service,Public Library,0,1,1,41.6532994,-95.3250603,0,Harlan,268,Education and Childcare
Seventh,Shelby,Harlan,Workshop,County Board Supervisors,32,0,32,41.6532994,-95.3250603,0,Harlan,269,Workshop
Seventh,Taylor,Bedford,Workshop,County Board Supervisors,53,0,53,40.6669321,-94.721358,0,Bedford,270,Workshop
Seventh,Taylor,Bedford,Library Service,Public Library,0,1,1,40.6669321,-94.721358,0,Bedford,271,Education and Childcare
Seventh,Taylor,Bedford,Clerical Assistance,"Farm Security Administration, State Employment Service, Board of Social Welfare, County Recorder, County Auditor",0,7,7,40.6669321,-94.721358,0,Bedford,272,Clerical
Seventh,Taylor,Bedford,Sewing Room,County Board of Supervisors,0,31,31,40.6669321,-94.721358,0,Bedford,273,Textiles
Seventh,Taylor,Conway,Hot School Lunches,Public School,0,2,2,40.7485991,-94.6188551,0,Conway,274,Health and Nutrition
Eighth,Boone,Boone,Workshop,County Conservation Comission,69,0,69,42.0171798,-93.9254114,0,Boone,276,Workshop
Eighth,Boone,Boone,Sewing Room,County Board of Supervisors,0,8,8,42.0171798,-93.9254114,0,Boone,277,Textiles
Eighth,Boone,Boone,Clerical Assistance,"County Board of Supervisors, City",0,8,8,42.0171798,-93.9254114,0,Boone,278,Clerical
Eighth,Calhoun,Lake City,Constructing Street Markers,City,21,0,21,42.2676802,-94.7339736,0,Lake City,279,Construction and Infrastructure
Eighth,Calhoun,Rockwell City,Rural Electrification Work,Calhoun County Cooperative,18,2,20,42.3952576,-94.6338671,0,Rockwell City,280,Construction and Infrastructure
Eighth,Calhoun,Rockwell City,Clerical Assistance,County Board of Supervisors,0,7,7,42.3952576,-94.6338671,0,Rockwell City,281,Clerical
Eighth,Carroll,Carroll,Workshop,County Board of Supervisors,43,0,43,42.0193628,-94.860335,0,Carroll,282,Workshop
Eighth,Carroll,Carroll,Clerical Assistance,County Board of Supervisors,0,7,7,42.0193628,-94.860335,0,Carroll,283,Clerical
Eighth,Carroll,Glidden,Rural Electrification Work,Glidden Cooperative,0,2,2,42.0569297,-94.72887,0,Glidden,284,Construction and Infrastructure
Eighth,Crawford,Denison,Clerical Assistance,County Board of Supervisors,4,10,14,42.0177658,-95.3552757,0,Denison,285,Clerical
Eighth,Crawford,Dow City,Remodeling County Garage,County Board of Supervisors,33,0,33,41.9288774,-95.49389,0,Dow City,286,Construction and Infrastructure
Eighth,Emmet,Estherville,Rural Electrification Work,Rural Cooperative,3,2,5,43.4016255,-94.832764,0,Estherville,287,Construction and Infrastructure
Eighth,Emmet,Estherville,Clerical Assistance,"Department of Public Welfare, City, County Agriculture Agent",0,7,7,43.4016255,-94.832764,0,Estherville,288,Clerical
Eighth,Emmet,Estherville,Workshop,City,17,0,17,43.4016255,-94.832764,0,Estherville,289,Workshop
Eighth,Emmet,Estherville,Sewing Room,County Board of Supervisors,0,31,31,43.4016255,-94.832764,0,Estherville,290,Textiles
Eighth,Greene,Jefferson,Clerical Assistance,"Farm Security Administration, County Board of Supervisors",0,5,5,41.0131342,-91.9718642,0,Jefferson,291,Clerical
Eighth,Greene,Jefferson,Construction in Courthouse,County Board of Supervisors,55,0,55,41.0131342,-91.9718642,0,Jefferson,292,Construction and Infrastructure
Eighth,Hamilton,Ellsworth,Library Assistance,Library Board,0,4,4,42.3128856,-93.5786086,0,Ellsworth,293,Education and Childcare
Eighth,Hamilton,Webster City,Clerical Assistance,"County Board of Supervisors, State Employment Service",0,5,5,42.4663069,-93.8252471,0,Webster City,294,Clerical
Eighth,Hamilton,Webster City,Workshop,City,67,0,67,42.4663069,-93.8252471,0,Webster City,295,Workshop
Eighth,Humboldt,Dakota City,Clerical Assistance,County Board of Supervisors,0,3,3,42.7221935,-94.1971836,0,Dakota City,298,Clerical
Eighth,Humboldt,Humboldt,Rural Electrification Work,County Cooperative,11,2,13,42.7756032,-94.1956133,0,Humboldt,299,Construction and Infrastructure
Eighth,Humboldt,Humboldt,Library Service,Library Board,0,1,1,42.7756032,-94.1956133,0,Humboldt,300,Education and Childcare
Eighth,Kossuth,Algona,Clerical Assistance,State Employment Service,0,2,2,43.0699663,-94.233019,0,Algona,301,Clerical
Eighth,Kossuth,Algona,Improving Ambrose A. Call State Park,State Conservation Commission,37,0,37,43.0699663,-94.233019,0,Algona,302,Construction and Infrastructure
Eighth,Palo Alto,Emmetsburg,Clerical Assistance,"City, County Agriculture Agent",0,5,5,43.1127427,-94.6830357,0,Emmetsburg,304,Clerical
Eighth,Palo Alto,Emmetsburg,Workshop,City,42,16,58,43.1127427,-94.6830357,0,Emmetsburg,305,Workshop
Eighth,Pocahontas,Pocahontas,Sewing Room,County Board of Supervisors,0,17,17,42.7262681,-94.6477383,0,Pocahontas,306,Textiles
Eighth,Pocahontas,Pocahontas,Rural Electrification Work,County Cooperative,15,0,15,42.7262681,-94.6477383,0,Pocahontas,307,Construction and Infrastructure
Eighth,Pocahontas,Pocahontas,Clerical Assistance,"State Employment Service, Department of Public Welfare, Farm Security Administration",0,4,4,42.7262681,-94.6477383,0,Pocahontas,308,Clerical
Eighth,Webster,Fort Dodge,Improving Cabin,City,1,0,1,42.4974694,-94.1680158,0,Fort Dodge,309,Construction and Infrastructure
Eighth,Webster,Fort Dodge,Workshop,City,79,37,116,42.4974694,-94.1680158,0,Fort Dodge,310,Workshop
Eighth,Webster,Fort Dodge,Hospital Assistance,City,0,10,10,42.4974694,-94.1680158,0,Fort Dodge,311,Health and Nutrition
Eighth,Webster,Fort Dodge,Constructing Dam on Lizard Creek,State Conservation Commission,73,0,73,42.4974694,-94.1680158,0,Fort Dodge,312,Construction and Infrastructure
Eighth,Webster,Fort Dodge,Clerical Assistance,"City, County Superintendent of Schools, County Board of Supervisors, Farm Security Administration, County Treasurer, County Recorder",1,28,29,42.4974694,-94.1680158,0,Fort Dodge,313,Clerical
Eighth,Webster,Fort Dodge,Nursery Assistance,City,0,2,2,42.4974694,-94.1680158,0,Fort Dodge,314,Education and Childcare
Eighth,Webster,Fort Dodge,Park Improvement,Park Board,25,0,25,42.4974694,-94.1680158,0,Fort Dodge,315,Construction and Infrastructure
Eighth,Winnebago,Forest City,Park Improvement,State Conservation Comission,61,0,61,43.2624559,-93.6371591,0,Forest City,316,Construction and Infrastructure
Eighth,Winnebago,Forest City,Clerical Assistance,"County Board of Supervisors, State Employment Service",0,10,10,43.2624559,-93.6371591,0,Forest City,317,Clerical
Eighth,Winnebago,Thompson,Rural Electrification Work,County Cooperative,20,2,22,43.3713445,-93.7735556,0,Thompson,318,Construction and Infrastructure
Ninth,Buena Vista,Storm Lake,Workshop,City,48,0,48,42.6453271,-95.1992916,0,Storm Lake,320,Workshop
Ninth,Buena Vista,Storm Lake,Rural Electrification Work,R.E.A. Cooperative,0,2,2,42.6453271,-95.1992916,0,Storm Lake,321,Construction and Infrastructure
Ninth,Buena Vista,Storm Lake,Clerical Assistance,"County Farm Bureau, Department of Social Welfare",0,3,3,42.6453271,-95.1992916,0,Storm Lake,322,Clerical
Ninth,Cherokee,Cherokee,Workshop,City,40,1,41,42.7247968,-95.6249803,0,Cherokee,323,Workshop
Ninth,Cherokee,Cherokee,Clerical Assistance,"State Employment Service, Department of Social Welfare",0,9,9,42.7247968,-95.6249803,0,Cherokee,324,Clerical
Ninth,Cherokee,Cherokee,Repairing Recreational Facilities,City,17,1,18,42.7247968,-95.6249803,0,Cherokee,325,Construction and Infrastructure
Ninth,Cherokee,Cherokee,Sewing Room,City,0,29,29,42.7247968,-95.6249803,0,Cherokee,326,Textiles
Ninth,Clay,Spencer,Repairing Fair Buildings,County Fair Board,15,0,15,43.1413578,-95.1444393,0,Spencer,328,Construction and Infrastructure
Ninth,Clay,Spencer,Recreational Leadership,City,1,2,3,43.1413578,-95.1444393,0,Spencer,329,Recreation
Ninth,Clay,Spencer,Clerical Assistance,"State Employment Service, Farm Security Administration",0,1,1,43.1413578,-95.1444393,0,Spencer,330,Clerical
Ninth,Clay,Spencer,Sewing Room,County Board of Supervisors,0,52,52,43.1413578,-95.1444393,0,Spencer,331,Textiles
Ninth,Dickenson,Lake Park,Constructing Shelter House in Trappers Bay State Park,Iowa State Conservation Commission,12,0,12,43.45552,-95.3208337,0,Lake Park,332,Construction and Infrastructure
Ninth,Dickenson,Spirit Lake,Library Service,Library Board,0,3,3,43.4221843,-95.1022169,0,Spirit Lake,333,Education and Childcare
Ninth,Ida,Arthur,Recreational Leadership,Board of Education,3,0,3,42.3347078,-95.3474969,0,Arthur,334,Recreation
Ninth,Ida,Ida Grove,Rural Electrification Work,Glidden R.E.A. Cooperative,1,1,2,42.3449871,-95.4716666,0,Ida Grove,335,Construction and Infrastructure
Ninth,Ida,Ida Grove,Prepairing Visual Aid Exhibit,Board of Education,0,16,16,42.3449871,-95.4716666,0,Ida Grove,336,Education and Childcare
Ninth,Ida,Ida Grove,Street Improvement,City,17,0,17,42.3449871,-95.4716666,0,Ida Grove,337,Construction and Infrastructure
Ninth,Lyon,Rock Rapids,Rural Electrification Work,Lyon County Cooperative,3,3,6,43.427195,-96.17586,0,Rock Rapids,338,Construction and Infrastructure
Ninth,Lyon,Rock Rapids,Clerical Assistance,"County Farm Bureau, County Auditor",0,5,5,43.427195,-96.17586,0,Rock Rapids,339,Clerical
Ninth,Lyon,Rock Rapids,Hot School Lunches,Board of Education,0,1,1,43.427195,-96.17586,0,Rock Rapids,340,Health and Nutrition
Ninth,Monana,Onawa,Rural Electrification Work,Monona County Cooperative,3,4,7,42.0268093,-96.0974287,0,Onawa,341,Construction and Infrastructure
Ninth,Monana,Onawa,Clerical Assistance,"Farm Security Administration, County Clerk of Courts, State Employment Service, and County Agent",1,5,6,42.0268093,-96.0974287,0,Onawa,342,Clerical
Ninth,O'Brien,Primghar,Rural Electrification Work,O'Brien County Cooperative,2,1,3,43.086922,-95.627232,0,Primghar,343,Construction and Infrastructure
Ninth,O'Brien,Sheldon,Workshop,City,24,4,28,43.1810844,-95.8561126,0,Sheldon,346,Workshop
Ninth,Osceola,Sibley,Workshop,City,41,6,47,43.399136,-95.75196,0,Sibley,348,Workshop
Ninth,Osceola,Sibley,Rural Electrification Work,Osceola County Cooperative,0,2,2,43.399136,-95.75196,0,Sibley,349,Construction and Infrastructure
Ninth,Osceola,Sibley,Clerical Assistance,"County Agent, County Auditor, Public Health Nurse",0,2,2,43.399136,-95.75196,0,Sibley,350,Clerical
Ninth,Plymouth,Kingsley,Recreational Leadership,City,2,1,3,42.5882174,-95.9672874,0,Kingsley,351,Recreation
Ninth,Plymouth,LeMars,Workshop,County Board of Supervisors,58,6,64,42.78097665,-96.1731071,0,LeMars,352,Workshop
Ninth,Plymouth,LeMars,Rural Electrification Work,Plymouth County Cooperative,1,2,3,42.78097665,-96.1731071,0,LeMars,353,Construction and Infrastructure
Ninth,Plymouth,LeMars,Sewing Room,County Board of Supervisors,0,45,45,42.78097665,-96.1731071,0,LeMars,354,Textiles
Ninth,Plymouth,LeMars,Clerical Assistance,"County Board of Supervisors, Public Health Nurse",0,2,2,42.78097665,-96.1731071,0,LeMars,355,Clerical
Ninth,Plymouth,LeMars,Public Health & Hospital Work,County Board of Supervisors,0,2,2,42.78097665,-96.1731071,0,LeMars,356,Health and Nutrition
Ninth,Sac,Lake View,Remodeling Educational Buildings,Board of Education,8,0,8,42.3062262,-95.0521551,0,Lake View,357,Construction and Infrastructure
Ninth,Sac,Odebolt,Library Service,Board of Education,0,5,5,42.3122068,-95.2505501,0,Odebolt,358,Education and Childcare
Ninth,Sac,Odebolt,Repairing Educational Buildings,Board of Education,20,0,20,42.3122068,-95.2505501,0,Odebolt,359,Construction and Infrastructure
Ninth,Sac,Sac City,Workshop,Board of Education,14,3,17,42.4222033,-94.9897109,0,Sac City,360,Workshop
Ninth,Sac,Sac County,Rural Electrification Work,Sac County Cooperative,2,3,5,42.3797854,-95.0825306,0,Sac County,361,Construction and Infrastructure
Ninth,Sac,Sac City,Hot School Lunches,Board of Education,0,3,3,42.4222033,-94.9897109,0,Sac City,362,Health and Nutrition
Ninth,Sioux,Orange City,Workshop,City,41,0,41,43.0072424,-96.0583138,0,Orange City,364,Workshop
Ninth,Sioux,Orange City,Rural Electrification Work,Sioux County Cooperative,3,1,4,43.0072424,-96.0583138,0,Orange City,365,Construction and Infrastructure
Ninth,Sioux,Orange City,Clerical Assistance,County Farm Bureau,0,4,4,43.0072424,-96.0583138,0,Orange City,366,Clerical
Ninth,Woodbury,Moville,Rural Electrification Work,Woodbury County Cooperative,4,2,6,42.488796,-96.07243,0,Moville,367,Construction and Infrastructure
Ninth,Woodbury,Sioux City,Hospital Assistance,County Hospital,5,1,6,42.4966815,-96.4058782,0,Sioux City,368,Health and Nutrition
Ninth,Woodbury,Sioux City,Workshop,City,77,0,77,42.4966815,-96.4058782,0,Sioux City,369,Workshop
Ninth,Woodbury,Sioux City,Sewing Room,County Board of Supervisors,0,48,48,42.4966815,-96.4058782,0,Sioux City,370,Textiles
Ninth,Woodbury,Sioux City,Recreational Leadership,City,4,4,8,42.4966815,-96.4058782,0,Sioux City,371,Recreation
Ninth,Woodbury,Sioux City,Repairing Educational Buildings,Board of Education,11,1,12,42.4966815,-96.4058782,0,Sioux City,372,Construction and Infrastructure
Ninth,Woodbury,Sioux City,Workshop,City,58,0,58,42.4966815,-96.4058782,0,Sioux City,373,Workshop
Ninth,Woodbury,Sioux City,Sewing Room,City,0,9,9,42.4966815,-96.4058782,0,Sioux City,374,Textiles
Ninth,Woodbury,Sioux City,Art Center Assistance,City,42,6,48,42.4966815,-96.4058782,0,Sioux City,375,Education and Childcare
Ninth,Woodbury,Sioux City,Clerical Assistance,"State Employment Service, Department of Public Safety, Board of Education, Board of Supervisors, Farm Security Administration, City, U.S. Dept. of Agriculture, Board of Health, Emergency Crop & Seed Loan, City Street Dep't",1,44,45,42.4966815,-96.4058782,0,Sioux City,376,Clerical
Ninth,Woodbury,Sioux City,Park Improvement,City,60,0,60,42.4966815,-96.4058782,0,Sioux City,377,Construction and Infrastructure
Ninth,Woodbury,Sioux City,Prepairing of Exhibits,County Superintendent Schools,0,7,7,42.4966815,-96.4058782,0,Sioux City,378,Education and Childcare
Ninth,Woodbury,Sioux City,Sewing Room,County,0,36,36,42.4966815,-96.4058782,0,Sioux City,379,Textiles
Ninth,Woodbury,Sioux City,Improvements in Stone Park,State Conservation Commission,87,0,87,42.4966815,-96.4058782,0,Sioux City,380,Construction and Infrastructure
Ninth,Woodbury,Sioux City,Nursery School Assistance,City,0,18,18,42.4966815,-96.4058782,0,Sioux City,381,Education and Childcare
